"agno";"comuna";"nom_com";"city";"dato"
"2017";1101;"Iquique";"Iquique - Alto Hospicio";45,2
"2017";1107;"Alto Hospicio";"Iquique - Alto Hospicio";46
"2017";2101;"Antofagasta";"Antofagasta";44,2
"2017";3101;"Copiapó";"Copiapo";46,7
"2017";4101;"La Serena";"Gran Coquimbo";48,1
"2017";4102;"Coquimbo";"Gran Coquimbo";46,5
"2017";5101;"Valparaíso";"Valparaíso Metropolitano";50
"2017";5103;"Concón";"Valparaíso Metropolitano";49,6
"2017";5109;"Viña del Mar";"Valparaíso Metropolitano";48,4
"2017";5801;"Quilpué";"Valparaíso Metropolitano";44,8
"2017";5804;"Villa Alemana";"Valparaíso Metropolitano";47,1
"2017";6101;"Rancagua";"Rancagua - Machalí";46,7
"2017";6108;"Machalí";"Rancagua - Machalí";44,7
"2017";7101;"Talca";"Talca - Maule";51,3
"2017";7105;"Maule";"Talca - Maule";50,9
"2017";8101;"Concepción";"Gran Concepcion";54
"2017";8102;"Coronel";"Gran Concepcion";54,8
"2017";8103;"Chiguayante";"Gran Concepcion";49,7
"2017";8106;"Lota";"Gran Concepcion";55,4
"2017";8107;"Penco";"Gran Concepcion";56,9
"2017";8108;"San Pedro de la Paz";"Gran Concepcion";53,2
"2017";8110;"Talcahuano";"Gran Concepcion";57,3
"2017";8111;"Tomé";"Gran Concepcion";58,4
"2017";8112;"Hualpén";"Gran Concepcion";58,2
"2017";9101;"Temuco";"Temuco";52,5
"2017";9112;"Padre Las Casas";"Temuco";58
"2017";10101;"Puerto Montt";"Puerto Montt - Varas";56,1
"2017";10109;"Puerto Varas";"Puerto Montt - Varas";59
"2017";11101;"Coihaique";"Coyhaique";57,6
"2017";12101;"Punta Arenas";"Punta Arenas";57,5
"2017";13101;"Santiago";"Gran Santiago";45,2
"2017";13102;"Cerrillos";"Gran Santiago";50,1
"2017";13103;"Cerro Navia";"Gran Santiago";46,4
"2017";13104;"Conchalí";"Gran Santiago";46
"2017";13105;"El Bosque";"Gran Santiago";46,3
"2017";13106;"Estación Central";"Gran Santiago";46,5
"2017";13107;"Huechuraba";"Gran Santiago";48
"2017";13108;"Independencia";"Gran Santiago";43,9
"2017";13109;"La Cisterna";"Gran Santiago";43,6
"2017";13110;"La Florida";"Gran Santiago";48,1
"2017";13111;"La Granja";"Gran Santiago";52,1
"2017";13112;"La Pintana";"Gran Santiago";49,1
"2017";13113;"La Reina";"Gran Santiago";44,9
"2017";13114;"Las Condes";"Gran Santiago";50,6
"2017";13115;"Lo Barnechea";"Gran Santiago";44,9
"2017";13116;"Lo Espejo";"Gran Santiago";47,3
"2017";13117;"Lo Prado";"Gran Santiago";45,7
"2017";13118;"Macul";"Gran Santiago";50,7
"2017";13119;"Maipú";"Gran Santiago";46,4
"2017";13120;"Ñuñoa";"Gran Santiago";43,6
"2017";13121;"Pedro Aguirre Cerda";"Gran Santiago";46,7
"2017";13122;"Peñalolén";"Gran Santiago";45,6
"2017";13123;"Providencia";"Gran Santiago";38,7
"2017";13124;"Pudahuel";"Gran Santiago";50,6
"2017";13125;"Quilicura";"Gran Santiago";46,5
"2017";13126;"Quinta Normal";"Gran Santiago";48,2
"2017";13127;"Recoleta";"Gran Santiago";45,6
"2017";13128;"Renca";"Gran Santiago";48,8
"2017";13129;"San Joaquín";"Gran Santiago";45,9
"2017";13130;"San Miguel";"Gran Santiago";45
"2017";13131;"San Ramón";"Gran Santiago";43,7
"2017";13132;"Vitacura";"Gran Santiago";40,6
"2017";13201;"Puente Alto";"Gran Santiago";46
"2017";13401;"San Bernardo";"Gran Santiago";45,9
"2017";14101;"Valdivia";"Valdivia";53,1
"2017";15101;"Arica";"Arica";44,3
"2017";16101;"Chillán";"Chillán";50,5
"2017";16102;"Bulnes";"Chillán";46,6
"2017";16103;"Chillán Viejo";"Chillán";48,6
"2017";16301;"San Carlos";"Chillán";52,7
"2017";16305;"San Nicolás";"Chillán";46,4
